longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
1.2611891470200227,-0.7642612581614636,-0.3584784934465644,0.5842107454587268,0.6434122353038815,0.43182840836410574,0.6889764159179108,-0.62703375513449,1.0,-0.7860251568929797
-0.9063403179489776,1.3843813292911697,0.3550187132796255,0.40136226306036743,0.6812326561430669,0.07783748072065144,0.741251989950939,-0.99333057779149,1.0,-0.7644611884107616
-1.4257483003378582,1.0005279694412434,1.8612905941460263,-0.4150562108483067,-0.3611926932369832,-0.6981864263517387,-0.37221773695256205,-0.1045862846676308,3.0,2.52361272575786
0.5819633238960972,-0.6893630416053821,0.19646377845158328,0.11566150931293108,0.25811669800467923,0.1734408699382267,0.3622540782114844,-0.10810887503909897,0.0,1.1047035996279067
0.9365591580269742,-0.7361744269529348,0.03790884362354108,-0.6207607535464609,-0.5999340997843416,-0.1796887659104747,-0.47676888501861847,-0.6745098611857705,1.0,-0.6307645838210091
1.1712916116065657,-1.14811461801139,-0.2792010260325433,-0.458482725417917,-0.28791562786106134,-0.32696966281322576,-0.2938043759030197,-0.7516388175282163,0.0,-0.5169068302348974
0.6568779367406506,-0.8672463059260808,0.751406050349731,-0.5430501485271582,-0.49592794247658156,-0.38295362947216627,-0.4689275489136642,-0.278717916164686,0.0,-0.25641409096970225
-1.2309703069420261,0.611993471056563,0.11718631103756218,-0.7601827213752098,-0.8315841774243529,-0.6723476725091508,-0.8505392393547703,0.17054379613674436,4.0,0.1645145738031958
-0.24709172491692827,-0.4974363616804173,-0.3584784934465644,-0.34740227236091376,-0.5148381528961743,-0.5207603166326351,-0.4793826637202699,0.6891532203779739,4.0,1.5765232300188394
-1.2659304596028202,0.6728482720083817,0.5928511155216888,-0.5654490876209572,-0.5857514419696471,-0.657705711998351,-0.6675747302391715,0.12874589546036772,4.0,0.27750976865001886
1.1962631492214144,-0.7361744269529348,-0.5170334282746066,-0.07632939720534616,0.043013054481811745,0.12262465404780382,-0.011516276124667336,-0.6448570108946053,1.0,-1.058593718508217
1.2412119169281466,-1.4383452071662142,-0.9134207653447121,-0.2687774249296193,0.05246815969160812,0.13812790635335656,0.08257975713478345,-0.8570536487937945,4.0,-0.64370296491034
-1.4557141454756795,0.9864845538369773,1.1477933874198365,-0.2404359101578736,-0.19100079946064852,-0.1082015469459815,-0.13436387510228365,-0.38881200926699083,4.0,0.9382297629451826
-1.2459532295109368,0.9583977226284485,0.2757412458656044,0.038408025499624285,-0.21227478618269036,-0.2313662735956505,-0.23107368706338585,0.7200678940857843,3.0,0.4474338402898978
0.7867299323378673,-0.8812897215303436,0.3550187132796255,-0.5700202996809162,-0.7063040333945508,-0.46046989099992996,-0.6126853775044918,0.8106563002057801,0.0,-0.028698583797478697
1.0664111536241907,-0.7689423966962212,-0.1999235586185222,0.1865152962422953,0.14465543548712276,0.25440229864500213,0.1374691098694631,-0.5889161727566625,1.0,-0.9680250508829008
0.8516559301364827,-0.7268121498834229,0.2757412458656044,0.3305084761310032,0.1990222904434519,0.2337312955709318,0.27599938105698785,0.20419242058061982,0.0,0.079121258613612
0.5969462464650079,-0.6800007645358702,-0.9134207653447121,-0.01827500404386709,1.161079245540233,2.1750830009440367,1.2404837219663585,-0.9701971484863255,0.0,-0.26072688466614585
